sensor.flow0,sensor.flow1,sensor.flow2,sensor.flow3,sensor.flow4,sensor.pressure0,sensor.pressure1,sensor.pressure2,sensor.pressure3,sensor.pressure4,sensor.pressure5,valve.bigvalve0,valve.bigvalve1,valve.valve0,valve.valve1,valve.valve2,valve.valve3,valve.valve4,last_valve_change
2.3941105814894805,1.5162855446399128,1.5960907758362948,0.8778508086160153,0.0,2.7483600000000004,1.9846800000000002,1.0716,1.9891200000000002,1.9225200000000002,1.8791,0,1,0,0,0,0,1,36.25264763832092
2.3501961686275923,1.5667984673370206,1.5667992335268641,0.854617763741926,0.0,2.74392,1.9846800000000002,1.0678400000000001,1.9846800000000002,1.9314000000000002,1.8834,0,1,0,0,0,0,1,37.32881188392639
2.3501961686275923,1.5667984673370206,1.5667992335268641,0.854617763741926,0.0,2.74392,1.9846800000000002,1.07912,1.9891200000000002,1.9314000000000002,1.8791,0,1,0,0,0,0,1,38.316142320632935
2.3501961686275923,1.5667984673370206,1.5667992335268641,0.854617763741926,0.0,2.73504,1.9846800000000002,1.0716,1.9846800000000002,1.9225200000000002,1.8834,0,1,0,0,0,0,1,39.11014676094055
2.352982426082844,1.6176763708152644,1.6176762346890088,0.8823688552849139,0.0,2.7128400000000004,1.9802400000000002,1.0716,1.9891200000000002,1.9314000000000002,1.8791,0,1,0,0,0,0,1,40.161325454711914
2.352982426082844,1.6176763708152644,1.6176762346890088,0.8823688552849139,0.0,2.7394800000000004,1.9846800000000002,1.0716,2.0024400000000004,1.9358400000000002,1.892,0,1,0,0,0,0,1,41.056769609451294
2.352982426082844,1.6176763708152644,1.6176762346890088,0.8823688552849139,0.0,2.7483600000000004,1.9802400000000002,1.07912,1.9935600000000002,1.9402800000000002,1.892,0,1,0,0,0,0,1,41.97075653076172
2.3771896031919613,1.5847788282574076,1.5847780443820556,0.7923879117030512,0.0,2.7084,1.9802400000000002,1.0716,1.9802400000000002,1.9225200000000002,1.8791,0,1,0,0,0,0,1,43.05394983291626
2.3771896031919613,1.5847788282574076,1.5847780443820556,0.7923879117030512,0.0,2.74392,1.9846800000000002,1.0716,1.9980000000000002,1.9358400000000002,1.9005999999999998,0,1,0,0,0,0,1,43.80036234855652
2.3771896031919613,1.5847788282574076,1.5847780443820556,0.7923879117030512,0.0,2.7394800000000004,1.9935600000000002,1.07536,1.9980000000000002,1.9358400000000002,1.892,0,1,0,0,0,0,1,44.81851506233215
2.444299335617195,1.5276950973647458,1.604079852232983,0.916617539177861,0.0,2.77056,2.0024400000000004,1.07536,2.0024400000000004,1.9358400000000002,1.892,0,1,0,0,0,0,1,45.78324866294861
2.444299335617195,1.5276950973647458,1.604079852232983,0.916617539177861,0.0,2.72616,1.9846800000000002,1.07536,1.9935600000000002,1.9358400000000002,1.8877,0,1,0,0,0,0,1,46.61596965789795
2.444299335617195,1.5276950973647458,1.604079852232983,0.916617539177861,0.0,2.7394800000000004,1.9846800000000002,1.0716,1.9980000000000002,1.9402800000000002,1.8962999999999999,0,1,0,0,0,0,1,47.70923161506653
